,ID,Title,Description,Objectives,Solutions,Duration
2526,n.1562838330010,[5528 5006 3719  781],"[15083 19536 19535 19187 21942  1157 13494  2704 19524 15084  6630 12250
 15776 17271 20950 10690  4875  4877 16103  8868 22416 19521 19518 12021
 16761 21339  4150  4819 21936 11121 11942 20298 20610  4307 18905  4504
 20012 22011 21822  4162 18748  6464 20362 19981 15990 23038  6931 21202
 10006 21039 15854 13497 23075  4196  4524 21000 12367]",[],,30 minutes
2527,n.1562838949684,[ 479 3161 3200 5006  178 4016],"[19187  1157  2704  8561  3677  9360 13482  3608 14881 14092  6619  7935
 16270  4819 23148 21025 16073  4943 21011 11457  6995 18748  6464 20362
 19981 10547 14739 11918 21202 15854 23858 23075  4196 21000]",[],,"1 hour, 38 minutes"
2528,n.1562839289124,[1651 1575 1760 3622 5229],"[21767  3738 20053  2497  7076 10889  7188  5735  8137 20427  5736  7599
 16060 15579  7604 17479  7705  7243 16714  8625 20805 16821  9798  7562
 10688  6584 17519  6664 11882  7706 16270  3732  4069 22990 11942 20896
 20886 17373  4368 22008 21025 15168  4439  4943  4375 21010  5532  7687
  7737 20878 18748  6464 20362 19981 16118 21014 11918 21202 10006 21039
 15854 19905  4196 21000 12367]",[],,50 minutes
2529,n.1562844926460,[2149 5095 4013 4706 1799 2352 5630 2469 2274],"[ 4729  7100 14711  8008  5913 19402  8538  9532 10514 18709  4612 22314
 10123  8839  8227 16062  8846 18611  7181  7862 15220  4150 15103  7386
 15216 14674  4095 16073  4439 19506  5532 19576 15242 23038  5480 12396
 11918 21202 10006 23075  4196 21000 12367]",[],,Self study
2530,n.1562852092719,[5148 3391 4336 3994],"[12732 19664 19518 14348 18352 15229 14321 20872 17399 14096  6933 10006
 21039 15854  4196 12367]",[],"['n.1562256951688', 'n.1562256073409', 'n.1562341930147', 'n.1562339700320', 'n.1562578142155', 'n.1479844536765', 'n.1562684630861', 'n.1582036911469', 'n.1592566622950', 'n.1587375697496']",
2531,n.1562856975027,[1773 3167],"[12130 14678  7604 10048  4310  4875 14732 21339 22361 15865  6453 22990
 20421  4439  4868  7687 22405 23038 11918 21202 21039 23858 13497  4196]",[],"['n.1562785761285', 'n.1562789170413', 'n.1562007212396', 'n.1562788209153']",
2532,n.1562911723308,[3322 2877 5109 5590 5853 2313 5630],"[18417  5648  8025  5750 16066 20060  5650 14813 19230  7622 19635 17636
 17158 22369 20219  5745  7676 22208 10123 19514 12204 17127 17519 16333
 11906 21234  7706  7181  7184 14732 19518 17409 14094 21076 22007 20421
 10505 22008 22935  4439  4943  5016  4504 19509  5532 17951 20998 11210
  4162  5682 21014 21202 21039 15854 23075  4196 21000 12367]",[],,Self Study
2533,n.1562912658161,[4841  971 3788 5085],[18808 18892 12121 19407 20896 15216  5532 15854],"[ 671 1614  695 3596 2558  345 1344 3359 2051 6257 4534 5444 5188 4744
  471 3809 7038]",,"10–12 hours per week, for 8 weeks"
2534,n.1562912996570,[1932 5085 1649],"[ 7556  4545  8809 11933  6428  7018 11044 10707 13535 22625  7240  6595
  8533  3736  4949 11960  9846 19572 10012  7554 16569 19910  6610  8538
 21807  9563  4074 17134 15884  4959 21065 13608  8531 20615  7238  6900
 17335  6474  4178  4324 16151 10809  7600 14881 10076 17366 18612 17519
 19407 16776 14309  6619 18660 16132 10223 12021 21076 18620 19872 11121
 15481  8103 20886  7386 12248  9567 22935  4439 21011 19509  7515  5532
 16247  9768 14073 20998 21822 20878 19908 17523  4162 23038  6931 12396
  5036 11918 21202 20295 21039 13480 15854 23858 23075  4196 21000]","[3857 3487  400  823 7362 6513 3486 2697 3604 1486 1825 4157 2672  659
 3350 4278 2273 6376 2274  822 4221 2054  333 5809 1702 6567 3603 7216
 4161  645 4222 3795 6382 3359 1180 3578 6257 1824 4328 3848 5131 1679
 5559 3664 2871 1477 2810 6668  727 5245 4125  844 3172 3653 4932 3582
 7651 4086 4968 1690 4534 6008  596  535 2101 6804 3996  615  608 1163
 2916 7140 3707 3409  838  444 2856 7110 7037 4744  471 3225 3631 2151
 3349  977 7038  593 3178]",,2 to 4 hours per week for&nbsp;10 weeks
2535,n.1562913531259,[1650 4841  971 4838 3323],"[14554 17954 17949 14394 17335 22018 19407 12021  5280  4173  4484 18805
 13010 13490 10006 15854  4196]","[7151  713 6973 4228  638 5622 7495 1830 6262 1559 4217 5627 6012 4212
 1949  996 4321  636 4222 3388 6257  448 6010  434 2899 6768 1039  969
 2560 5444 6008 4021  615 3409 3870 4744  471]",,"10–12 hours per week, for 8 weeks"
2536,n.1562914485021,[2278 1428 4841  971],"[ 7019 10023 12274  6610 15797  7862  7386 17373 16736 21241 18489 20892
 13490 21202 10006  4196 21000]","[2556 3182 6695 6055 3704 3919  613 5798  243 4188 6771 3601 2663 2662
 7665 2862 3351 5884 1749 3303 5372 2863 5455 5758 7355 5438 3602  319
 1696 5948 7699 3894  241 2114 6976  467 3561  546 7464 2051 6701 2778
 5986  448 1477 2886 6883  328 4462 4352 4932 1468  489 1039 6891 3582
 7120 4534  535 5433 2950 7140 6703 3276 7110 4744  471]",,"10–12 hours per week, for 8 weeks"
2537,n.1562914676080,[4797 2781  971 3434 5085 4320],"[12254 18654  8945 17370 19407  7708 17376 18352 22007 16958 22983  6931
 21202 10006 21039  4196 21000]","[3813 2937 5968  266  132 6742 1598 1464  670 4507 5286 2702 7478 3352
  118 5247 3040 6041 1776 1728   97  455 5105 6071 2458 5192 4325 7068
   61  262 5185 1775 3353 3351 2558 2054 5948  809 4455 3839 5290 7678
  636  250 7610  546 6766 6257 5986 4369 6883 4495 2299 1430 5245 1468
 6891 5871 3148 1690 4534 7194 5182 2058 5433 6953  444  343 5404 2856
 7803  197  800 7110 7037 4744  471 3631 7061 3349 7692 7038  593]",,"2–4 hours per week, for 4 weeks"
2538,n.1563171690188,[1575 3622],"[21767  3738 20053  2497  7076 10889  7188  5735  8137 20427  5736  7599
 16060 15579  7604 17479  7705  7243 16714  8625 20805 16821  9798  7562
 10688  6584 17519  6664 11882  7706 16270  3732  4069 22990 11942 20896
 20886 17373  4368 22008 21025 15168  4439  4943  4375 21010  5532  7687
  7737 20878 18748  6464 20362 19981 16118 21014 11918 21202 10006 21039
 15854 19905  4196 21000 12367]",[],,50 minutes
2539,n.1563176561534,[3788 5085  781],"[12312  4208  6862  6762 19289 19514 15987 21339 15103  6470 16989 15419
 21202]",[],,Not predefined
2540,n.1563177807527,[5145  781],"[12312  4208  6862  6762 19289 19514 15987 21339 15103  6470 16989 15419
 21202]",[],,Not predefined
2541,n.1563177873662,[5166 3629 4440  606],"[12312  4208  6862  6762 19289  7730 19514 17440 15987 16962 21339  5326
 15103  6470 16989 15419  4943 21202 13497]",[],,Not predefined
2542,n.1563178068521,[5329],"[12312  4208  6862  6762 19289  7730 19514 15987 16962  8716 21339  5326
 15103  6470 16989 15419  4943 21202 17431]",[],,Not predefined
2543,n.1563178197606,[5678 4819 3991],"[12312  4208  6862  6762 19289  7730 19514 15987 16962  8716 21339  5326
 15103  6470 16989 15419  4943 21202 17431]",[],,Not predefined
2544,n.1563180391039,[1744 4439 3991 3323],[17441 21809  7687],[],,Self study
2545,n.1563265131361,[5378 5599  678 3325],"[21034 21347  6019 20293 16291  5700 17273 21036  9364  7728  7001  4992
 20290 16149  6570  7486 12082  8616 10696  6941  4671  4095 21052 22935
  4439  4943 11457  4162 15990 22975 15167  6931 12396 21202 10006 21039
 23861 15854 23858 23075  4196 21000]",[],,28 minutes
2546,n.1563265395980,[5148 3391 4445 3914 3323],"[19664  6541 15995  6773  6453 14321 16958 17399  6413  7737 14103 10006
 21039  4196 21000]",[],"['n.1562254715112', 'n.1562852092719']",
2547,n.1563275672922,[3308  675 2292 5599 2854],"[21073 17378 19474 18483   483 19948 11285 18927  8167 19939 11888 22894
  3685  4428   321  1154 18331  6610 14043 16275 12132 16900 19660 12142
 22235 12155 14543 17015 12243 17650 14304  3774 19704 14846  7836  6568
 17972  7536 17173  4324 22013  5096 11191 12064 19917  5486  3961  6611
 14041  6997 17211  8907  4989 20895  5038 11098  9345  6619  4400 14732
 12021 13780 19633  5326 21076 15103 13670 20334  1188 18749  4819 15469
 15462 18486  4469 11412 19726 15430 19727 19580 11529 19723 11121  3464
 20795  6470 11494 22889 15229 15419 20896  7386 20421  6507 16958 11943
  4439  4943  4375  3610  4504 19412 17142 13010  7515 16247 17439 10165
 11457  9768 14073 21448  7837 21822 11210 17523 18748  6464 20362 19981
  4970 11112  5682 22975 23038  6931 12396  4655 13490 13729 11918 21202
 10006 21039 15854 23858 13497 23075  4196 21000 12154]","[5173 1854 6026  369 7495 3202 6965  543  757 3077  860  367 3989 5821
  521 7335 3036 3276 7110 4744 3225 3631 7672 3349 3817 7038]",,90 minutes
2548,n.1563347210950,[1472 5685 1773],"[   87   664 15126  1541  7617 16353 14670 14204 20334 10887  5928  7687
 22011 10006 17431 21828 21000]",[],"['n.1563370419214', 'n.1565261067384']",
2549,n.1563349605400,[5041 3740 5114],"[ 4872 16963 17958 15124   241  2948  2497 18505 19635 18503  6725  3606
  4312 21016  9245 17211  8902 13495  7612 16567 15103  4069  6775  3902
  4640  5928 17399 13137  4868 19893 20355 18748  6464 20362 19981 15990
 16118 11918 21202 10006 19443 21039  4196]","[6548 5833 1938 3930 1040 6766 5470  773  448 5712  328 4606 5418 2737
 7258 7424 6515 7335  195 7140 3014 4216 2856 4776 7410 7714 7110  471
 7038]",,~1 week
2550,n.1563360059197,[3078 3991 3323],[ 6743 21809  7737],[],,Not defined
2551,n.1555078930907,[ 119 4654 6007  114 4011 3288],"[19822 16022 13905 22907 19494 10044  6531  7679 20210 16056 18503  7836
  8725 14058  8147 22818  5423 14099 22018 19723 13904  3980 22903 22362
 11457  4162 15990  7171 12396 11918 21202 21039 15854  4196  4524 21000
 12367]","[4761 7308 3925 5922 4400 1214 4192 6179 7657 4800 3974 7656 7506 6296
 6145  300 6047 3918 1375 1685 6497  752 3930 2068 6665 2781 4348 2046
 5102 3942 6687 1116 3573 7130  258  953 6859 2778 7507 4317 6437 7031
 1194 5019 2160 6668  378 4462 1024 3897 1515 2217 4021 3004 2916 5103
 3409  444 4776 7714 7110 4744  471 3225 7061 3349  198 3809 7038]",,min : 5 min - max : 3 hours
2552,n.1563370270647,[4604 6076 2098 2681 5630],[20822],[],,tbd
2553,n.1563370419214,[3951 1733 2494 3167  606],"[ 7702 19481 20344  2162 15228  6181 15884 19635 23747 20756  3696 15774
 15776  7835  9553 14058 19178 19194 10690  5486 22840  8579 22018 10688
  6777  3982  5038  7680 17441 14307  6619 21551  6692  5326  5280 19872
  8103 22889 21025 15168 23078  4439 22991  4943 21011  4375  3610 18489
 21026 11457 20998 11210 18748  6464 20362 19981  4970 10547 11112  5682
 22975 23038  5480 22985 22804  6931 12396 11918 21202 21039 23861 15854
 23858 13497  4196 21000 12367]","[6935  881 4887 3183 1399 1332 6952 4716 4120 1477 3172 7404 3912 3897
 1690 2640 2022 7207 5444 5625 2030 7168 7424 2298 3707 7771 6703 1007
 3031  197  800 2387 7714 7110 6456  661 4744 7725  471 3225 7061 3349
 3817 7801 7038]",,~1hour
2554,n.1563443251229,[3099 4631 3741 3288],"[ 9879 23024   241  2948  2497 23215  9655 17377 12244 20350 18503 13646
 12391 20796 10394 15756  5661  9675 16776 22999  8902 10643 20478  5280
 15419 13904  4095  5928 21439 22991 17399 13137 21010 18489 10165  9768
 18748  6464 20362 19981 23038 11918 21202 10006 21039  4672 15854 13497
  4196  4524 21000 12367]",[],,Theoretical exam 60 min; Practical exam 90 min
2555,n.1563524151927,[3742 1751 1163],"[22836   493   241  2948  2497 16879   739 15125  3235  1547 14777 20133
 16494 19930 15354 20908 18503  8758 19738  6485  7650  9321  9685 21379
 12101  9245 13383 14465 12146 18175  5326   667 15103 20334  4819 19723
 15419 15216 17863 10887  5928 16965  3610  5532  6186  8901 20355 18748
  6464 20362 19981 15830 16042 11918 10006  4196]",[],"['n.1563524651083', 'n.1574071938019', 'n.1574086877010', 'n.1574169243671', 'n.1585224951534', 'n.1588935743028', 'n.1602244317657']",
2556,n.1563524651083,[5608 1871  292 3739 5168 2018],"[ 4195   241  2948  2497  4169 20508 22056  5687  3632 10886  3977 15123
  8886 22206  4376 16730  7055  2325  9245 19316 10072  4092 17519  3982
 18175 11882  7000  8902 17376 21809  7184 17409 18352 15103 19723 22990
 16266 15419 20886 15216 17373 10887 16965 17399 13137 20958  7687  8901
 20355 18748  6464 20362 19981 15990 23038 21202 10006 21039 15854 19905
 23075  4196 21000 12367]",[],,45 Minutes
2557,n.1563963020411,[4443 2575 5820 2274],"[22800 10631 18922  3641 17388  9256 17387 13790 19332 19292 19289 12131
 18532 17386  3774 16563 18445 12106 17271  9341 20242 19020  9801 21379
  9586 18661  9245 18920 18611 21020 12021 15429 21076 15103 23253  9810
 15481 22990 11942 20886 16643 17373 10887  4307  5928 19506  4375 21010
 10165 11457  4162 20743  5682 23038 16118 12396 11918 21202 10006 21039
 23861 12236 15854 23858 23075  4196  4524 21000 12367]",[],,15min
2558,n.1563982761820,[5023 1162],"[ 3652 16147 19243  4831  4971  9798  4875 14109 12101  9245  7656  8813
  6773 21339  5326 14202 15419 21946  5928 21439 17399 21011  4375  4504
  4868  8472 15990 13552 15242 12396 11918 21202 10006 21039 13603 21750
 13556 15854 16001  4196 21000 12367]",[],"['n.1563982847235', 'n.1570030831050', 'n.1570110561267', 'n.1570110947952']",
2559,n.1563982847235,[3182 5023  780 1162],"[16101 19664 19243 16959 13675 17991 20242  4875 14109  5166 11914  9993
  6773 14321  6940  5928 21249 22362  6464 20362 19981 17289 12396 21039
 13603 21750 15854  4196 21000 12367]",[],,47 hours and 27 minutes
2560,n.1564428216441,[  30  946 5560  114 1746  880],[ 4488  5415  7625 17178 10611 10006 21039 21000],[ 950 7335 1439 7038],,15 minutes
2561,n.1564428990044,[ 946 5560 1746 2879  880  606],[ 5415  7625 10611 22361 12248  4162 10006 21039  4196],[ 950  639 7745 7335 3225 7038],,1 hour 27 minutes
2562,n.1564500768237,[2637 3735 4035 1695  639  606],[11208 12021 22361  3610 17523 21039],[3171 2973 7336  444  198],,1 hour 35 minutes
2563,n.1564509555616,[5097 3366 2433 3342 1582 6005],[14153 16333 17523  4162  6931 21039 15854],[4083  639 7335 7038],,1 hour 24 minutes
2564,n.1565092805325,[4810 5780 1941 2969 2575 2290 5590 2064],"[ 5461  6626 21767   652 18719  6524  7566 10158 18420  5687  7886 12412
 20587 12244 20688 23252  6210  9989  4059 10894  9776 20951  7814 16949
 15489 17080 13812  9559 17335  8758 22989 20750  9109 17295 19399 10612
 10123  6006 10076  9245  5688 10072  9111 16333  9345 10611  6619  7706
 21323 14732 12021 21339  8496 21076 15103 22007 15229  8563 10887 22008
  5928 17275  9977 19506  4375 13010 10226 14096 22011 20355 22842 17523
  4162 15990 21941  5682 16118 15167  6931 12396 21116 11918 21202 10006
 19443 21039 23861 13603 21750 15854 23858 13497 23075  4196 21000 12367]",[],,4 Hours
2565,n.1565261067384,[1211 3666 6078 4602],"[  241  2948  2497 19946 23252  5995  9255  6072 15776 17972 14866  9245
  8616 12021 21339 22007 22889  4943  4375 12407  4868  7945 10165 11457
 20998  6995 19908 18748  6464 20362 19981 15990  5682 23038 10704 11904
 11918 21202 21039 13497  4196 21000]","[7652 3482 3657 2499 6751 1206 4426  634 2541 7464 6521 2590 2575 3848
 1723 2759 5974 4496 5636 3912 2640 7207  615 1381 3036 7673 7771 3276
 7410 7803  197  800 2387 7110 7037  661 4744 3329  471 2301 2151 7061
 3817 7801 7038]",,~1hour
2566,n.1565341844785,[1397 5061 2251 3167],"[ 6242  1493  3423  4134  2744  1152  8777  4274 16050 21126 13644 12287
 19488  7503  2873  5939 13056 14488 21111 13641  1237 15504 14707  1547
  3912 11501  4105 19353 18382 15115  4681 20060  6015  4451 20351 20210
 12244 11117  7404 22922 14558 15506 19460 19290 17636  6622 19838  7359
  6245  2118  1477   596  6014 15863 17972  4971  8305 17414 18456  7418
 19517 16074 19514  5486 21213  6937  7416  5038  8868  6244  5661 16962
  6002 21020 14732  9993 16270  9943  6189  6198 21339  4150 22931  5326
 21076   667  7506 20334 21936  9810 11121  4069 22990 18450 15419 16012
  6940  4368  6562  4943  4375 16102  9836 20206 16247 17143  8472  6519
 10165 22405  4162 15830 15990 10547 11112  5682 16042 23038 16118 13702
 22985 13490 11918 21202 10006 17431 21039 15854 23858 19905 13497 23075
  4196 21000 12367]",[],,100hrs
2567,n.1565342359043,[ 584 1397 2120 1483  468 3833 3167 4450  606],"[  474  9946 10155  1321  1527  9951  9952  9945   270  9956  3197  9950
   415 12127  6700  5288 12287  1213  3847 19487 13226  1199 13056 15475
  3832 21500 22921 15828 14707  3912  1142 12285  4105 15115 11838  4332
   664  4451 20351 22922 14558 19460 16056 19838  4615  1541   640  2118
  1477   596 17278 15863  3806 17972 13470 20191  7179 12100 18456 16074
 19514 12101 21213  4550  9337 16062   395 12191  5661  6820  5429 16270
  6189  4150 22931  5326 20334 21243  9810 11121  8103 22007 18450 15419
  3647 16012 12248  4095 17411 22935  4439  4943 20206 16247 17439  6519
 10165 11457 22405 15990  5682 23038 16118 13702 22985 12396 13490 11918
 21202 21039 15854 23858 13497 23075  4196 21000 12367]",[],,16hrs
2568,n.1565353867229,[1183 4431 4456 5685 3914],"[ 4670  9823 10478  1157  2704  4513 12244 11941 17347  5997  4831 17991
  6571 14881 10394  6937 16584  6619  9343 18660 18609 10223 17409 15588
 21339  4819  6453 15419  7386  4484  4095 18905  6566  4943  4375 13137
 19509 20012  8901 19893 20998 19908  4162 18748  6464 20362 19981  7171
 23038 19771 21202 10006 17431 21039 15854 23858 23075  4196 21000 12367]",[],,2 h 55 min
2569,n.1565354155223,[1183 4431 4456 5685 3914],"[ 4670  9823 10478  1157  2704  4513 12244 11941 17347  5997  4831 17991
  6571 14881 10394  6937 16584  6619  9343 18660 18609 10223 17409 15588
 21339  4819  6453 15419  7386  4484  4095 18905  6566  4943  4375 13137
 19509 20012  8901 19893 20998 19908  4162 18748  6464 20362 19981  7171
 23038 19771 21202 10006 17431 21039 15854 23858 23075  4196 21000 12367]",[],,2 h 55 min
2570,n.1565599616980,[ 110 1151],"[10093  1844  6130 12813 14522 10092  5902   664  9673  7624  5901 11486
 18503 21940  8909  7650 22818 12207  6006 17369 14670   395  8846  9675
 18361  5326 15103   439 22007 15229 15419  7386 18489 22362 11457 11918
 21202 10006 21039 13603 21750  4196]","[1121 2750 2893 7046 1120 2371  304 1977   45 7372 7627 3284 3492 3316
 3573 6883 5032 7040  434 4578 6909 2737 2022 6346 7410  197  800 2387
 7110 4744  471 3225 7061  977 7692 7038]",,2h 20 mins
2571,n.1565602463359,[2302   94 1151],"[ 3856 18294  6130  3855 18689 10094 10092  1233  9673  7624  5834  6973
  5888  5901 11327 18503   640 21940 14525 17278  8006  7536  8909  7650
   305  7418 19517  3184 12207  6006 17369 14670   266  1555 22542  9675
 22518 18361 20478  5326 15103  2481   439 22007 15229  9847 15419  7386
 18489 22362 11457 11918 21202 10006 13603 21750  4196 12367]","[2894 1121 2750 7046 1120 2371  304 1977   45 7372 7627 3284 3492 3316
 3573 6883 5032 7040  434 4578 6909 2737 2022 6346 7410  197  800 2387
 7110 4744  471 3225 7061  977 7692 7038]",,2 hours 40 minutes
2572,n.1565776087144,[3742 1163 5544 3323],"[21108  4863 20544  6504  9581 18721  4548 13073  8734  6578 20453 19488
 16022    63 12810 22135 19487 21182   241  2948  2497 16879 15125 20167
 22298 15495 18614 22143 11225  4580 14142    27  5687  7918 18382  9196
  1172   664    15 15354 14171  5926 10031  6762 17279 15123 15126 10815
 10891   227  1548 11323  3722 16353 16714  9328 17972  4971 23742  4325
  9685 14109  4260 14099  6326 15485  9245  5688  1555 17090  5744  7680
 18907 10071 13495  2209 21809 10643  6217 15507  9993 19398 12021 19633
 20746  4150  5326 11539   667 15103 20334 23077  9810 14232 11121 15481
  6470  4069 16989 15229 15419 20886  3902 10887 17411  5928  4439  6562
  4943 19509  5532 12718 14096  7737 10165 20355 20998  4162 18748  6464
 20362 19981 15990 21941 11112 16042 23038 16118 12396 11918 21202 10006
 17431 15854 23858 13497 23075  4196 21000 12367]",[],"['n.1566973844014', 'n.1584687296755']",
